inchikey,kegg_id,kegg_drug_id
InChIKey=OJGMBLNIHDZDGS-UHFFFAOYSA-N,C14455,
InChIKey=CZGCEKJOLUNIFY-UHFFFAOYSA-N,C14456,
InChIKey=MGLWZSOBALDPEK-UHFFFAOYSA-N,C14457,
InChIKey=UQGVUYNHDKMLSE-UHFFFAOYSA-N,C14458,
InChIKey=KAXJMEFTXJWMLE-UHFFFAOYSA-N,C14459,
InChIKey=ZDOIAPGLORMKTR-UHFFFAOYSA-N,C14460,
InChIKey=SPUUWWRWIAEPDB-UHFFFAOYSA-N,C14461,
InChIKey=WDNBURPWRNALGP-UHFFFAOYSA-N,C14462,
InChIKey=YJVOWRAWFXRESP-ZCFIWIBFSA-N,C14463,
InChIKey=CYYZDBDROVLTJU-UHFFFAOYSA-N,C14464,
InChIKey=SZWBRVPZWJYIHI-UHFFFAOYSA-N,C14465,
InChIKey=ZNPSUQQXTRRSBM-UHFFFAOYSA-N,C14466,
InChIKey=AERGGMDNGDDGPI-IYBDPMFKSA-N,C14467,
InChIKey=QWDBCIAVABMJPP-UHFFFAOYSA-N,C14468,
InChIKey=MQHNKCZKNAJROC-UHFFFAOYSA-N,C14469,
InChIKey=PPQNQXQZIWHJRB-UHFFFAOYSA-N,C14470,
InChIKey=AVHHNFHLLZCWFH-UHFFFAOYSA-N,C14471,
InChIKey=URSUMOWUGDXZHU-UHFFFAOYSA-N,C14472,
InChIKey=IJAPPYDYQCXOEF-UHFFFAOYSA-N,C14473,
InChIKey=RFRXIWQYSOIBDI-UHFFFAOYSA-N,C14474,
InChIKey=IVFYLRMMHVYGJH-VLOLGRDOSA-N,C14475,D03144
InChIKey=SAMBWAJRKKEEOR-UHFFFAOYSA-N,C14476,
InChIKey=BUIQHUBDLNDWCY-RBZZARIASA-N,C14477,
InChIKey=PUKLDDOGISCFCP-JSQCKWNTSA-N,C14478,
InChIKey=WXURHACBFYSXBI-GQKYHHCASA-N,C14479,D04208
InChIKey=VEOLNAAQJHGJPM-UHFFFAOYSA-N,C14480,
InChIKey=IQPIBKBOFOVHBP-UHFFFAOYSA-N,C14481,
InChIKey=QWUGXTUSOZVHEM-UZCUGSDUSA-N,C14482,
InChIKey=JXQJDYXWHSVOEF-GFEQUFNTSA-N,C14483,
InChIKey=WAIJIHDWAKJCBX-BULBTXNYSA-N,C14484,
InChIKey=NLLMJANWPUQQTA-UBDQQSCGSA-N,C14485,
InChIKey=APTGJECXMIKIET-WOSSHHRXSA-N,C14486,D08285
InChIKey=CHNXZKVNWQUJIB-CEGNMAFCSA-N,C14487,
InChIKey=NWJJZHDRVSKTBB-YFWFAHHUSA-N,C14488,
InChIKey=NVUUMOOKVFONOM-GPBSYSOESA-N,C14489,
InChIKey=GYBGISLVORKLBN-YNZDMMAESA-N,C14490,
InChIKey=ZXSWTMLNIIZPET-ZOFHRBRSSA-N,C14491,
InChIKey=SUXQDLLXIBLQHW-UHFFFAOYSA-N,C14492,
InChIKey=WRWBCPJQPDHXTJ-DTMQFJJTSA-N,C14493,D08196
InChIKey=GGUOCFNAWIODMF-UHFFFAOYSA-N,C14494,
InChIKey=UGMQOYZVOPASJF-VVYMVFNCSA-N,C14495,
InChIKey=FWJIMKYKNBCAJA-CBZIJGRNSA-N,C14496,
InChIKey=XSEGWEUVSZRCBC-ZVBLRVHNSA-N,C14497,
InChIKey=RYWZPRVUQHMJFF-KSZLIROESA-N,C14498,
InChIKey=DSZTYVZOIUIIGA-UHFFFAOYSA-N,C14499,
InChIKey=JRIZOGLBRPZBLQ-QXUSFIETSA-N,C14500,
InChIKey=UTGQNNCQYDRXCH-UHFFFAOYSA-N,C14501,
InChIKey=RSIHSRDYCUFFLA-DYKIIFRCSA-N,C14502,D07536
InChIKey=MZWRIOUCMXPLKV-RFOVXIPZSA-N,C14503,
InChIKey=KCXZNSGUUQJJTR-UHFFFAOYSA-N,C14504,
InChIKey=PGIBJVOPLXHHGS-UHFFFAOYSA-N,C14505,
InChIKey=CWJSHJJYOPWUGX-UHFFFAOYSA-N,C14506,
InChIKey=ROORDVPLFPIABK-UHFFFAOYSA-N,C14507,
InChIKey=AUHZEENZYGFFBQ-UHFFFAOYSA-N,C14508,
InChIKey=XFRVVPUIAFSTFO-UHFFFAOYSA-N,C14509,
InChIKey=XDNBJTQLKCIJBV-UHFFFAOYSA-N,C14510,
InChIKey=AMFGWXWBFGVCKG-UHFFFAOYSA-N,C14511,
InChIKey=IANQTJSKSUMEQM-UHFFFAOYSA-N,C14512,
InChIKey=UBCKGWBNUIFUST-YHYXMXQVSA-N,C14513,D05929
InChIKey=FBQQHUGEACOBDN-UHFFFAOYSA-N,C14514,
InChIKey=VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C14515,
InChIKey=BEJNERDRQOWKJM-UHFFFAOYSA-N,C14516,
InChIKey=YLPGTOIOYRQOHV-UHFFFAOYSA-N,C14517,
InChIKey=FYGHSUNMUKGBRK-UHFFFAOYSA-N,C14518,
InChIKey=BIJNHUAPTJVVNQ-UHFFFAOYSA-N,C14519,
InChIKey=HRBKVYFZANMGRE-UHFFFAOYSA-N,C14520,
InChIKey=FAXWFCTVSHEODL-UHFFFAOYSA-N,C14521,
InChIKey=ZLCSFXXPPANWQY-UHFFFAOYSA-N,C14522,
InChIKey=ZDQWESQEGGJUCH-UHFFFAOYSA-N,C14523,
InChIKey=GBIHOLCMZGAKNG-UHFFFAOYSA-N,C14524,
InChIKey=XIGAUIHYSDTJHW-UHFFFAOYSA-N,C14525,
InChIKey=BXEHUCNTIZGSOJ-UHFFFAOYSA-N,C14526,
InChIKey=VVQNEPGJFQJSBK-UHFFFAOYSA-N,C19504,
InChIKey=KYPYTERUKNKOLP-UHFFFAOYSA-N,C14528,
InChIKey=VOWAEIGWURALJQ-UHFFFAOYSA-N,C14529,
InChIKey=WOBHKFSMXKNTIM-UHFFFAOYSA-N,C14530,
InChIKey=YZEUHQHUFTYLPH-UHFFFAOYSA-N,C14531,
InChIKey=ZLSWBLPERHFHIS-UHFFFAOYSA-N,C14532,
InChIKey=GWHJZXXIDMPWGX-UHFFFAOYSA-N,C14533,
InChIKey=SQNZJJAZBFDUTD-UHFFFAOYSA-N,C14534,
InChIKey=KDVYCTOWXSLNNI-UHFFFAOYSA-N,C14535,
InChIKey=DXYUAIFZCFRPTH-UHFFFAOYSA-N,C14536,
InChIKey=DAKWPKUUDNSNPN-UHFFFAOYSA-N,C14537,
InChIKey=OKKRPWIIYQTPQF-UHFFFAOYSA-N,C14538,
InChIKey=KDFFQLYROXGQFM-VDPAUJFTSA-N,C14539,
InChIKey=BTVYFIMKUHNOBZ-ODRIEIDWSA-N,C14540,
InChIKey=JVJKQJFQEQRNRY-GFCCVEGCSA-N,C14541,
InChIKey=JVJKQJFQEQRNRY-LBPRGKRZSA-N,C14542,
InChIKey=CFWDRXXJJXLZOZ-GFCCVEGCSA-N,C14543,
InChIKey=CFWDRXXJJXLZOZ-LBPRGKRZSA-N,C14544,
InChIKey=BBOUFHMHCBZYJJ-NSHDSACASA-N,C14545,
InChIKey=BBOUFHMHCBZYJJ-LLVKDONJSA-N,C14546,
InChIKey=HJVFIQKBLPQQDY-HNNXBMFYSA-N,C14547,
InChIKey=HJVFIQKBLPQQDY-OAHLLOKOSA-N,C14548,
InChIKey=NLSXASIDNWDYMI-UHFFFAOYSA-N,C14549,
InChIKey=IGFHQQFPSIBGKE-UHFFFAOYSA-N,C14550,
InChIKey=CKMDPZMWUZDKAI-VHEBQXMUSA-N,C14551,
InChIKey=IUNYGQONJQTULL-UKZLPJRTSA-N,C14552,
InChIKey=PIXFHVWJOVNKQK-DLAZEALESA-N,C14553,
InChIKey=VPGRYOFKCNULNK-ACXQXYJUSA-N,C14554,D03698
InChIKey=UBIBSXMTVJAYTQ-QMNUTNMBSA-N,C14555,
InChIKey=OBBBXCAFTKLFGZ-UHFFFAOYSA-N,C14556,
InChIKey=OWEZWMDNHHTXJU-UHFFFAOYSA-N,C14557,
InChIKey=CNQAYISXCZTDQX-UHFFFAOYSA-N,C14558,
InChIKey=ZQOKZAPJXRMEJW-UHFFFAOYSA-N,C14559,
InChIKey=URKORCVBWWKYKY-UHFFFAOYSA-N,C14560,
InChIKey=VTFWGFWAVPVIAA-UHFFFAOYSA-N,C14561,
InChIKey=PWSZACWUDDFZMQ-UHFFFAOYSA-N,C14562,
InChIKey=XWSLTTWKRKWHAT-UHFFFAOYSA-N,C14563,
InChIKey=JATVWVYVLWEYNL-UHFFFAOYSA-N,C14564,
InChIKey=ANHMWNGBSJFXSA-UHFFFAOYSA-N,C14565,
InChIKey=VIZORQUEIQEFRT-UHFFFAOYSA-N,C14566,
InChIKey=SCCDQYPEOIRVGX-UHFFFAOYSA-N,C14567,
InChIKey=WZDDLAZXUYIVMU-UHFFFAOYSA-N,C14568,
InChIKey=VRPKUXAKHIINGG-UHFFFAOYSA-N,C14569,
InChIKey=UDSFAEKRVUSQDD-UHFFFAOYSA-N,C14570,
InChIKey=BWUPSGJXXPATLU-UHFFFAOYSA-N,C14571,
InChIKey=HYFLWBNQFMXCPA-UHFFFAOYSA-N,C14572,
InChIKey=REHONNLQRWTIFF-UHFFFAOYSA-N,C14573,
InChIKey=RAPBNVDSDCTNRC-UHFFFAOYSA-N,C14574,
InChIKey=JQCXWCOOWVGKMT-UHFFFAOYSA-N,C14575,
InChIKey=MGTMTTGZMPDIQS-UHFFFAOYSA-N,C14576,
InChIKey=IJFPVINAQGWBRJ-UHFFFAOYSA-N,C14577,
InChIKey=ZVFDTKUVRCTHQE-UHFFFAOYSA-N,C14578,
InChIKey=WCJYTPVNMWIZCG-UHFFFAOYSA-N,C14579,
InChIKey=SDMSCIWHRZJSRN-UHFFFAOYSA-N,C14580,
InChIKey=VEAFKIYNHVBNIP-UHFFFAOYSA-N,C14581,
InChIKey=KUFFULVDNCHOFZ-UHFFFAOYSA-N,C14582,
InChIKey=DSNHSQKRULAAEI-UHFFFAOYSA-N,C14583,
InChIKey=ZHLKXBJTJHRTTE-UHFFFAOYSA-N,C14584,
InChIKey=ABGIIXRNMHUKII-DHZHZOJOSA-N,C14585,
InChIKey=GNFABWAPJFOZSF-KTORGGLSSA-N,C14586,
InChIKey=ZHOLUHXKCIXGSR-GBHAUCNQSA-N,C14587,
InChIKey=HZWZHWTZLZZBFF-UQYBFTDGSA-N,C14588,
InChIKey=BSNKHEKTRWNNAC-UHFFFAOYSA-N,C14589,
InChIKey=VVLCELUSWGWMSW-ZBRFXRBCSA-N,C14590,
InChIKey=LGTULKCVKOMQDR-UHFFFAOYSA-N,C14591,
InChIKey=VZUNGTLZRAYYDE-UHFFFAOYSA-N,C14592,
InChIKey=UHQGCIIQUZBJAE-RRQVMCLOSA-N,C14593,D04021
InChIKey=UPTAPIKFKZGAGM-FAIYVORSSA-N,C14594,
InChIKey=ZRKWMRDKSOPRRS-UHFFFAOYSA-N,C14595,
InChIKey=KDYQVUUCWUPJGE-UHFFFAOYSA-N,C14596,
InChIKey=GGSJIARERFIGST-RVDMUPIBSA-N,C14597,
InChIKey=AYEXSTRNLGYBSQ-YOBHSKELSA-N,C14598,
InChIKey=OPACMJHTQWVSKW-UHFFFAOYSA-N,C14599,
InChIKey=YMCWOAZGWMZGQT-FPNLOETNSA-N,C14600,
InChIKey=QRMHDGWGLNLHMN-UHFFFAOYSA-N,C14601,
InChIKey=NAKOPKHXTPVJIZ-UHFFFAOYSA-N,C14602,
InChIKey=REWKEGSQGOSEES-FNKXXKKYSA-N,C14603,
InChIKey=SBXKRBZKPQBLOD-UHFFFAOYSA-N,C14604,
InChIKey=IKXILDNPCZPPRV-RFMGOVQKSA-N,C14605,
InChIKey=PIXFHVWJOVNKQK-PTXZMSDUSA-N,C14606,
InChIKey=LBERVHLCXUMDOT-MPZZESAYSA-N,C14607,D08573
InChIKey=HHUZGDMRRLQZIQ-PXWUZWBYSA-N,C14608,
InChIKey=LKQDFQLSEHWIRK-UKBVDAKRSA-N,C14609,
InChIKey=HPEKPJGPWNSAAV-SCSAIBSYSA-N,C14610,
InChIKey=YMXAYMSJCVGYEM-UHFFFAOYSA-N,C14611,
InChIKey=PXKHQWSDWIEGLZ-UHFFFAOYSA-N,C14612,
InChIKey=NHGXZNWPADXVOA-UHFFFAOYSA-N,C14613,
InChIKey=UDXMVJZRHSMPEJ-UHFFFAOYSA-N,C14614,
InChIKey=KYLCHXHHSBPYCB-GECNCUIPSA-N,C14615,
InChIKey=XKASGEXHNLDQIB-ZPPBZJDISA-N,C14616,
InChIKey=IWRVPXDHSLTIOC-FOCLMDBBSA-N,C14617,
InChIKey=MYYIMZRZXIQBGI-HVIRSNARSA-N,C14618,D04227
InChIKey=KNVQTRVKSOEHPU-UHFFFAOYSA-N,C14619,
InChIKey=RCYCXZHAYRTYPO-UHFFFAOYSA-N,C14620,
InChIKey=YUMWOIMGKYOLOA-MWTXUKJESA-N,C14621,
InChIKey=PDFBJCRLHMEJQP-NSCUHMNNSA-N,C14622,
InChIKey=XTJLAIOQORFEOI-UHFFFAOYSA-N,C14623,
InChIKey=FWAYUWSHYLKUEY-LFWYWRBCSA-N,C14624,
InChIKey=KYVZRGYRHWSJFB-OOACPSMNSA-N,C14625,
InChIKey=JRQFCUCILBFUNR-QURGRASLSA-N,C14626,
InChIKey=GLOZYJRFVSVZDB-XNIJUTNWSA-N,C14627,
InChIKey=DKCLFTBKKHWBQS-CVEXGSQQSA-N,C14628,
InChIKey=YRFXGQHBPBMFHW-SBTZIJSASA-N,C14629,D04221
InChIKey=RWGSFMGQJFCHTC-ORKYMPNQSA-N,C14630,
InChIKey=CVCDJRPXEWJAAY-UVSUZTNJSA-N,C14631,
InChIKey=NUSUWEUUEXDJDY-CMYFSFSVSA-N,C14632,
InChIKey=RAYOKTUAMJNEFH-UHFFFAOYSA-N,C14633,
InChIKey=YUKFLTKJFMBYJM-QNSWYLPSSA-N,C14634,D08197
InChIKey=YRLVTBXOGJMZNC-QHKUYLHMSA-N,C14635,
InChIKey=ZOCUOMKMBMEYQV-GSLJADNHSA-N,C14636,D04627
InChIKey=RBULKOMEEZXUGR-BIOQOPCMSA-N,C14637,
InChIKey=SXQQMCLQCSKJNC-OBYCQNJPSA-N,C14638,
InChIKey=UJLFLOAXKVGYIA-UHFFFAOYSA-N,C14639,
InChIKey=UOACKFBJUYNSLK-XRKIENNPSA-N,C14640,D04063
InChIKey=RJECHNNFRHZQKU-RMUVNZEASA-N,C14641,
InChIKey=UDKABVSQKJNZBH-DWNQPYOZSA-N,C14642,D04900
InChIKey=GZENKSODFLBBHQ-ILSZZQPISA-N,C14643,D02289
InChIKey=MRVQULNOKCOGHC-UHFFFAOYSA-N,C14644,
InChIKey=LQWSQQKTZLDGME-RYIFMDQWSA-N,C14645,
InChIKey=XMUAORABVRJUDU-LEKSSAKUSA-N,C14646,
InChIKey=NWFOHSCPTMLQIH-GHMDXEKNSA-N,C14647,
InChIKey=DCVGANSDLNPXGO-WXLIAARGSA-N,C14648,
InChIKey=KYGUQDTWUBBBSD-MJVYMRHDSA-N,C14649,
InChIKey=WTRRIQCGCGCMQA-CBZIJGRNSA-N,C14650,
InChIKey=QZHWBQCNOKNTPO-UIHBBMEUSA-N,C14651,
InChIKey=XSQAQKNJHGGMRV-KXMHTTHWSA-N,C14652,
InChIKey=BSHYASCHOGHGHW-PIQRJGQMSA-N,C14653,D03691
InChIKey=GBYPMNXBNFQGAV-GCOKGBOCSA-N,C14654,
InChIKey=SPKAUGWCKWXQFM-QSFXBCCZSA-N,C14655,
InChIKey=MNPABTKJCQDDNY-UHFFFAOYSA-N,C14656,
InChIKey=POVRXYLNLVVNGW-UHFFFAOYSA-N,C14657,
InChIKey=CRRKVZVYZQXICQ-RJJCNJEVSA-N,C14658,
InChIKey=VJKVHUZOVAWKEB-UHFFFAOYSA-N,C14660,
InChIKey=NVYBDSYHTNOJSQ-MJCUULBUSA-N,C14661,
InChIKey=ZISCOWXWCHUSMH-VOTSOKGWSA-N,C14662,
InChIKey=PPYHLSBUTAPNGT-BKWLFHPQSA-N,C14663,
InChIKey=TZFZVQNBXVBQDC-JNQJZLCISA-N,C14664,
InChIKey=RXXBBHGCAXVBES-XMUHMHRVSA-N,C14665,
InChIKey=AFPZIAQJQAQDAQ-UHFFFAOYSA-N,C14666,
InChIKey=HHSXYDOROIURIP-FEZCWRLCSA-N,C14667,D08574
InChIKey=MOVRKLZUVNCBIP-RFZYENFJSA-N,C14668,D08416
InChIKey=BJZVIASULZGRCL-YRCLAMMRSA-N,C14669,
InChIKey=GYRPICHNIDQFOD-RPZLJYRGSA-N,C14670,
InChIKey=IUNYGQONJQTULL-UFTZPVOZSA-N,C14671,
InChIKey=AJYOOHCNOXWTKJ-UHFFFAOYSA-N,C14672,
InChIKey=IHOQNBAZWVTKFK-BVBBTSNESA-N,C14673,
InChIKey=AHBKIEXBQNRDNL-BXXPAUNWSA-N,C14674,D02809
InChIKey=WKQCPUMQBMFPLC-ZWFCQKKLSA-N,C14675,
InChIKey=MSWUPHPHYAFBLX-QCGOMIHKSA-N,C14676,
InChIKey=QIEPWCSVQYUPIY-LEKSSAKUSA-N,C14677,
InChIKey=LAMHNIXDQRUHBE-UHFFFAOYSA-N,C14678,
InChIKey=XWYXLYCDZKRCAD-BQYQJAHWSA-N,C14679,
InChIKey=SCPADBBISMMJAW-UHHUKTEYSA-N,C14680,
InChIKey=LHNVKVKZPHUYQO-SRWWVFQWSA-N,C14681,
InChIKey=XFFZLECPCHQJIR-GFEQUFNTSA-N,C14682,
InChIKey=UBIBSXMTVJAYTQ-OWLVHUDESA-N,C14683,
InChIKey=BFMZZSBHQOCQFQ-HTDHLNIYSA-N,C14684,
InChIKey=QWUWMCYKGHVNAV-UHFFFAOYSA-N,C14685,
InChIKey=XBPCUCUWBYBCDP-UHFFFAOYSA-N,C14686,
InChIKey=ZNQVEEAIQZEUHB-UHFFFAOYSA-N,C14687,
InChIKey=ZNSMNVMLTJELDZ-UHFFFAOYSA-N,C14688,
InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N,C14689,
InChIKey=FAGUFWYHJQFNRV-UHFFFAOYSA-N,C14690,
InChIKey=ZMANZCXQSJIPKH-UHFFFAOYSA-N,C14691,
InChIKey=GATVIKZLVQHOMN-UHFFFAOYSA-N,C14692,
InChIKey=NLZUEZXRPGMBCV-UHFFFAOYSA-N,C14693,D02413
InChIKey=KEQFTVQCIQJIQW-UHFFFAOYSA-N,C14694,
InChIKey=MGFYIUFZLHCRTH-UHFFFAOYSA-N,C14695,
InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N,C14696,
InChIKey=YSNKZJBCZRIRQO-UHFFFAOYSA-N,C14697,
InChIKey=KNDDEFBFJLKPFE-UHFFFAOYSA-N,C14698,
InChIKey=YQWCIPIEEBVRNY-UHFFFAOYSA-N,C14699,
InChIKey=WOKICPFFJCXEDW-UHFFFAOYSA-N,C14700,
InChIKey=INFDPOAKFNIJBF-UHFFFAOYSA-N,C14701,
InChIKey=IZUKQUVSCNEFMJ-UHFFFAOYSA-N,C14702,
InChIKey=XAABPYINPXYOLM-UHFFFAOYSA-N,C14703,
InChIKey=UMFJAHHVKNCGLG-UHFFFAOYSA-N,C14704,
InChIKey=QVLAWKAXOMEXPM-UHFFFAOYSA-N,C14705,
InChIKey=DENRZWYUOJLTMF-UHFFFAOYSA-N,C14706,
InChIKey=DIKBFYAXUHHXCS-UHFFFAOYSA-N,C14707,
InChIKey=FMWLUWPQPKEARP-UHFFFAOYSA-N,C14708,
InChIKey=LYDRKKWPKKEMNZ-UHFFFAOYSA-N,C14709,
InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,C14710,
InChIKey=QMMRZOWCJAIUJA-UHFFFAOYSA-L,C14711,
InChIKey=AVYGCQXNNJPXSS-UHFFFAOYSA-N,C14712,
InChIKey=LXQOQPGNCGEELI-UHFFFAOYSA-N,C14713,
InChIKey=SMFZKOLFXRQOIX-UHFFFAOYSA-N,C14714,
InChIKey=OSDLLIBGSJNGJE-UHFFFAOYSA-N,C14715,D03473
InChIKey=VTIMKVIDORQQFA-UHFFFAOYSA-N,C14716,
InChIKey=VHRUMKCAEVRUBK-GODQJPCRSA-N,C14717,
InChIKey=ZTJORNVITHUQJA-UHFFFAOYSA-N,C14718,
InChIKey=OKLBSPJQRWHBMY-UHFFFAOYSA-N,C14719,
InChIKey=OFVOGSOIXOYRRC-UHFFFAOYSA-N,C14720,
InChIKey=VFGOUSMZKMNRLA-CVQHHNHTSA-N,C14721,
InChIKey=NCODPHFFVLKXKM-UIYPQIFSSA-N,C14722,
InChIKey=OPAMTDKYMHWYPP-HSEBVMCKSA-N,C14723,
InChIKey=VCKBLTRSSYIXLX-ONLQGICSSA-N,C14724,
InChIKey=SZBBSPYCRZEOIN-JBVOWMGNSA-N,C14725,
InChIKey=NMAGXCAAKZMNOI-UHFFFAOYSA-N,C14726,
InChIKey=OBIXNJCNRZELPA-KAZKCIAPSA-N,C14727,
InChIKey=GBRSRHQBVBUJCF-UHFFFAOYSA-N,C14728,
InChIKey=YICLFMBHTHJFHZ-UHFFFAOYSA-N,C14729,
InChIKey=KVRQWFNZIYFJRU-UHFFFAOYSA-N,C14730,
InChIKey=ICCJJRSEGGYXMX-ZXXIGWHRSA-N,C14731,
InChIKey=MEASLHGILYBXFO-XTDASVJISA-N,C14732,
InChIKey=FNSUIQQZIUKGPW-UHFFFAOYSA-N,C14733,
InChIKey=MRRLNQOPCMALNK-UHFFFAOYSA-N,C14734,
InChIKey=LKDWVOYFEVHMEJ-UHFFFAOYSA-N,C14736,
InChIKey=OICMUGIRBDYVOV-UHFFFAOYSA-N,C14737,
InChIKey=UVOBXMBJOYYZST-UHFFFAOYSA-N,C14738,
InChIKey=BMZDNFTWCWJBFC-BUHFOSPRSA-N,C14739,
InChIKey=MOVGOKPAVPTKIV-FOCLMDBBSA-N,C14740,
InChIKey=IJALWSVNUBBQRA-UHFFFAOYSA-N,C14741,
InChIKey=UBUCNCOMADRQHX-UHFFFAOYSA-N,C14742,
InChIKey=HJOVHMDZYOCNQW-UHFFFAOYSA-N,C14743,
InChIKey=NPOJQCVWMSKXDN-UHFFFAOYSA-N,C14744,
InChIKey=KSZGVNZSUJHOJA-UHFFFAOYSA-N,C14745,
InChIKey=STUSTWKEFDQFFZ-KPKJPENVSA-N,C14746,
InChIKey=MQCPOLNSJCWPGT-UHFFFAOYSA-N,C14747,
InChIKey=NNDIXBJHNLFJJP-DTLRTWKJSA-N,C14748,
InChIKey=XFUXZHQUWPFWPR-DZBJBCEBSA-N,C14749,
InChIKey=FPQFYIAXQDXNOR-QDKLYSGJSA-N,C14750,
InChIKey=FPQFYIAXQDXNOR-PMRAARRBSA-N,C14751,
InChIKey=DWTTZBARDOXEAM-GXTWGEPZSA-N,C14752,D06362
InChIKey=DWTTZBARDOXEAM-JSGCOSHPSA-N,C14753,D05992
InChIKey=APJDQUGPCJRQRJ-LBPRGKRZSA-N,C14754,
InChIKey=MXORDJXBRHNWBE-UHFFFAOYSA-N,C14755,
InChIKey=WSDQWYJHILVUQZ-UHFFFAOYSA-N,C14756,
InChIKey=MTMZZIPTQITGCY-OLGWUGKESA-N,C14757,
InChIKey=BVVFOLSZMQVDKV-KXQIQQEYSA-N,C14758,
InChIKey=HLBLWEWZXPIGSM-UHFFFAOYSA-N,C14759,
InChIKey=WLDHEUZGFKACJH-ZRUFZDNISA-K,C14760,
InChIKey=JFLKFZNIIQFQBS-FNCQTZNRSA-N,C14761,
InChIKey=HNICUWMFWZBIFP-IRQZEAMPSA-N,C14762,
InChIKey=QVLMUEOXQBUPAH-VOTSOKGWSA-N,C14763,
InChIKey=KTFDYVNEGTXQCV-UHFFFAOYSA-N,C14764,
InChIKey=JHXAZBBVQSRKJR-BSZOFBHHSA-N,C14765,
InChIKey=LUZSWWYKKLTDHU-ZJHFMPGASA-N,C14766,
InChIKey=NPDSHTNEKLQQIJ-UINYOVNOSA-N,C14767,
InChIKey=VBQNSZQZRAGRIX-QNEBEIHSSA-N,C14768,
InChIKey=DBWQSCSXHFNTMO-TYAUOURKSA-N,C14769,
InChIKey=DXOYQVHGIODESM-KROJNAHFSA-N,C14770,
InChIKey=JBSCUHKPLGKXKH-ILYOTBPNSA-N,C14771,
InChIKey=GFNYAPAJUNPMGH-QNEBEIHSSA-N,C14772,
InChIKey=DCJBINATHQHPKO-TYAUOURKSA-N,C14773,
InChIKey=LRPPQRCHCPFBPE-KROJNAHFSA-N,C14774,
InChIKey=SYAWGTIVOGUZMM-ILYOTBPNSA-N,C14775,
InChIKey=NLUNAYAEIJYXRB-VYOQERLCSA-N,C14776,
InChIKey=ZNHVWPKMFKADKW-LQWMCKPYSA-N,C14777,
InChIKey=JEKNPVYFNMZRJG-STHMYGMFSA-N,C14778,
InChIKey=KATOYYZUTNAWSA-VBLHFSPLSA-N,C14779,
InChIKey=GCZRCCHPLVMMJE-WXMXURGXSA-N,C14780,
InChIKey=GELFSVXLSDZDHE-YZSNCDGGSA-N,C14781,
InChIKey=PRMWQIVYOYCJQC-YZSNCDGGSA-N,C14782,
InChIKey=KETQAJRQOHHATG-UHFFFAOYSA-N,C14783,
InChIKey=XDSJRQRRQDAPNL-UHFFFAOYSA-N,C14784,
InChIKey=PCILLCXFKWDRMK-UHFFFAOYSA-N,C14785,
InChIKey=XQIJIALOJPIKGX-VHSXEESVSA-N,C14786,
InChIKey=XQIJIALOJPIKGX-ZJUUUORDSA-N,C14787,
InChIKey=HXOPMUIUKYURIC-UHFFFAOYSA-N,C14788,
InChIKey=CWFINLADSFPMHF-UHFFFAOYSA-N,C14789,
InChIKey=RUFPHBVGCFYCNW-UHFFFAOYSA-N,C14790,
InChIKey=HBBDHJOSZGOTBV-OIPACUDHSA-N,C14791,
InChIKey=HBBDHJOSZGOTBV-XSWJXKHESA-N,C14792,
InChIKey=UWBZAZWPTVBBEL-OIPACUDHSA-N,C14793,
InChIKey=IDKLJIUIJUVJNR-JSEKUSAISA-N,C14794,
InChIKey=XHHYJZGDOMKLEE-RLDLTEIJSA-N,C14795,
InChIKey=UPBOCTGEVBXZNT-BFHYXJOUSA-N,C14796,
InChIKey=ZTYURBPPZDJPKW-BFHYXJOUSA-N,C14797,
InChIKey=UPBOCTGEVBXZNT-IHRRRGAJSA-N,C14798,
InChIKey=QXVZFNDFYUXZBW-ZYHUDNBSSA-N,C14799,
InChIKey=GSAMVXYBVGOJMK-UHFFFAOYSA-N,C14800,
InChIKey=VNMNNCGXMBPWIX-UHFFFAOYSA-N,C14801,
InChIKey=JBECFHRNFSQXPM-UHFFFAOYSA-N,C14802,
InChIKey=RQCSOWVLCHNLLC-WXFCVCCESA-N,C14803,
InChIKey=FCTXJUPCCZHZHU-WXFCVCCESA-N,C14804,
InChIKey=SFJZEQDXMXSLGC-RJXQQRCHSA-N,C14805,
InChIKey=ASZHPHJDCUIIBF-RJXQQRCHSA-N,C14806,
InChIKey=GURBRQGDZZKITB-VXBMJZGYSA-N,C14807,
InChIKey=SGTUOBURCVMACZ-SEVPPISGSA-N,C14808,
InChIKey=WPLPEZUSILBTGP-CIQDQOFUSA-N,C14809,
InChIKey=DWNBPRRXEVJMPO-YZTVQBIISA-N,C14810,
InChIKey=GOHNIXDAQODZKP-OZPSOFALSA-N,C14811,
InChIKey=ZIOZYRSDNLNNNJ-ZYBDYUKJSA-N,C14812,
InChIKey=WLMZMBKVRPUYIG-LTCHCNGXSA-N,C14813,
InChIKey=YCFPVUKKIWMCJK-LTCHCNGXSA-N,C14814,
InChIKey=YNHSGCYEQVDEOY-UZDWIPAXSA-N,C14815,
InChIKey=NLHJBJQMMYCBTA-IGIZVOCXSA-N,C14816,
